date,Customer,wono,ref,erp,icode,t_size,brand,col,fit,rim,cons,fweight,ptv,new,cbm,kgs
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,100311,4.00-8,NEXEN ,BLACK,STD,3,APPROVED NEXEN COMPOUND,10.82,0.0169,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,101301,15x4 1/2-8,NEXEN ALLPRO,BLACK,STD,3,APPROVED NEXEN COMPOUND,9.2,0.0158,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,102301,5.00-8,NEXEN ALLPRO,BLACK,STD,3,APPROVED NEXEN COMPOUND,16.03,0.0244,30,0.73,480.9
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,104301,18x7-8,NEXEN ALLPRO,BLACK,STD,4.33,APPROVED NEXEN COMPOUND,19.83,0.03,100,3,"1,983.00"
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,118301,200/50-10,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,23.67,0.0404,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,111301,6.00-9,NEXEN ALLPRO,BLACK,STD,4,APPROVED NEXEN COMPOUND,25.6,0.0379,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,112301,21x8-9,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,33.1,0.049,142,6.96,"4,700.20"
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,119301,6.50-10,NEXEN ALLPRO,BLACK,STD,5,APPROVED NEXEN COMPOUND,35.5,0.0529,200,10.58,"7,100.00"
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,120301,23x9-10,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,46.4,0.0682,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,125301,7.00-12,NEXEN ALLPRO,BLACK,STD,5,APPROVED NEXEN COMPOUND,45.6,0.071,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,126301,23x10-12,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,49.9,0.0798,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,135301,8.15-15,NEXEN ALLPRO,BLACK,STD,7,APPROVED NEXEN COMPOUND,58.5,0.1011,40,4.04,"2,340.00"
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,141301,7.00-15,NEXEN ALLPRO,BLACK,STD,5.5,APPROVED NEXEN COMPOUND,56.35,0.0922,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,171301,7.50-16,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,71.72,0.1162,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,138301,8.25-15,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,85.05,0.1315,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,139301,3.00-15,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,107.75,0.1661,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,101302,15x4 1/2-8,NEXEN ALLPRO,BLACK,CLIP,3,APPROVED NEXEN COMPOUND,9.42,0.0158,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,102302,5.00-8,NEXEN ALLPRO,BLACK,CLIP,3,APPROVED NEXEN COMPOUND,16.14,0.0244,32,0.78,516.48
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,104302,18x7-8,NEXEN ALLPRO,BLACK,CLIP,4.33,APPROVED NEXEN COMPOUND,20.07,0.03,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,118302,200/50-10,NEXEN ALLPRO,BLACK,CLIP,6.5,APPROVED NEXEN COMPOUND,24.03,0.0404,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,111302,6.00-9,NEXEN ALLPRO,BLACK,CLIP,4,APPROVED NEXEN COMPOUND,25.99,0.0379,7,0.27,181.93
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,112302,21x8-9,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,33.4,0.049,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,119302,6.50-10,NEXEN ALLPRO,BLACK,CLIP,5,APPROVED NEXEN COMPOUND,35.83,0.0529,,               -  ,                   -  
5/8/2023,KOREA,Container 03(56),KOR-NTC-12,636 3,125302,7.00-12,NEXEN ALLPRO,BLACK,CLIP,5,APPROVED NEXEN COMPOUND,46.45,0.071,,               -  ,                   -  
,,,,,,,,,,,,,,,,
