date,Customer,wono,ref,erp,icode,t_size,brand,col,fit,rim,cons,fweight,ptv,new,cbm,kgs
11.07,NEXEN,,KOR-NTC-12,636  6,100311,4.00-8,NEXEN ,BLACK,STD,3,APPROVED NEXEN COMPOUND,10.82,0.0169,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,101301,15x4 1/2-8,NEXEN ALLPRO,BLACK,STD,3,APPROVED NEXEN COMPOUND,9.2,0.0158,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,102301,5.00-8,NEXEN ALLPRO,BLACK,STD,3,APPROVED NEXEN COMPOUND,16.03,0.0244,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,104301,18x7-8,NEXEN ALLPRO,BLACK,STD,4.33,APPROVED NEXEN COMPOUND,19.83,0.03,145,4.35,"2,875.35"
11.07,NEXEN,,KOR-NTC-12,636  6,118301,200/50-10,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,23.67,0.0404,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,111301,6.00-9,NEXEN ALLPRO,BLACK,STD,4,APPROVED NEXEN COMPOUND,25.6,0.0379,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,112301,21x8-9,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,33.1,0.049,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,119301,6.50-10,NEXEN ALLPRO,BLACK,STD,5,APPROVED NEXEN COMPOUND,35.5,0.0529,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,120301,23x9-10,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,46.4,0.0682,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,125301,7.00-12,NEXEN ALLPRO,BLACK,STD,5,APPROVED NEXEN COMPOUND,45.6,0.071,60,4.26,"2,736.00"
11.07,NEXEN,,KOR-NTC-12,636  6,126301,23x10-12,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,49.9,0.0798,20,1.6,998
11.07,NEXEN,,KOR-NTC-12,636  6,135301,8.15-15,NEXEN ALLPRO,BLACK,STD,7,APPROVED NEXEN COMPOUND,58.5,0.1011,40,4.04,"2,340.00"
11.07,NEXEN,,KOR-NTC-12,636  6,141301,7.00-15,NEXEN ALLPRO,BLACK,STD,5.5,APPROVED NEXEN COMPOUND,56.35,0.0922,25,2.31,"1,408.75"
11.07,NEXEN,,KOR-NTC-12,636  6,171301,7.50-16,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,71.72,0.1162,7,0.81,502.04
11.07,NEXEN,,KOR-NTC-12,636  6,138301,8.25-15,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,85.05,0.1315,40,5.26,"3,402.00"
11.07,NEXEN,,KOR-NTC-12,636  6,139301,3.00-15,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,107.75,0.1661,10,1.66,"1,077.50"
11.07,NEXEN,,KOR-NTC-12,636  6,101302,15x4 1/2-8,NEXEN ALLPRO,BLACK,CLIP,3,APPROVED NEXEN COMPOUND,9.42,0.0158,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,102302,5.00-8,NEXEN ALLPRO,BLACK,CLIP,3,APPROVED NEXEN COMPOUND,16.14,0.0244,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,104302,18x7-8,NEXEN ALLPRO,BLACK,CLIP,4.33,APPROVED NEXEN COMPOUND,20.07,0.03,100,3,"2,007.00"
11.07,NEXEN,,KOR-NTC-12,636  6,118302,200/50-10,NEXEN ALLPRO,BLACK,CLIP,6.5,APPROVED NEXEN COMPOUND,24.03,0.0404,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,111302,6.00-9,NEXEN ALLPRO,BLACK,CLIP,4,APPROVED NEXEN COMPOUND,25.99,0.0379,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,112302,21x8-9,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,33.4,0.049,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,119302,6.50-10,NEXEN ALLPRO,BLACK,CLIP,5,APPROVED NEXEN COMPOUND,35.83,0.0529,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,125302,7.00-12,NEXEN ALLPRO,BLACK,CLIP,5,APPROVED NEXEN COMPOUND,46.45,0.071,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,126302,23x10-12,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,50.31,0.0798,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,141302,7.00-15,NEXEN ALLPRO,BLACK,CLIP,5.5,APPROVED NEXEN COMPOUND,57,0.0943,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,135302,8.15-15,NEXEN ALLPRO,BLACK,CLIP,7,APPROVED NEXEN COMPOUND,59.3,0.1011,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,171302,7.50-16,NEXEN ALLPRO,BLACK,CLIP,6,APPROVED NEXEN COMPOUND,72.5,0.1162,,             -  ,                 -  
11.07,NEXEN,,KOR-NTC-12,636  6,138302,8.25-15,NEXEN ALLPRO,BLACK,CLIP,6.5,APPROVED NEXEN COMPOUND,85.5,0.1315,,             -  ,                 -  
