date,Customer,wono,ref,erp,icode,t_size,brand,col,fit,rim,cons,fweight,ptv,new,cbm,kgs
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,100311,4.00-8,NEXEN ,BLACK,STD,3,APPROVED NEXEN COMPOUND,10.82,0.0169,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,101301,15x4 1/2-8,NEXEN ALLPRO,BLACK,STD,3,APPROVED NEXEN COMPOUND,9.2,0.0158,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,102301,5.00-8,NEXEN ALLPRO,BLACK,STD,3,APPROVED NEXEN COMPOUND,16.03,0.0244,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,104301,18x7-8,NEXEN ALLPRO,BLACK,STD,4.33,APPROVED NEXEN COMPOUND,19.83,0.03,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,118301,200/50-10,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,23.67,0.0404,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,111301,6.00-9,NEXEN ALLPRO,BLACK,STD,4,APPROVED NEXEN COMPOUND,25.6,0.0379,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,112301,21x8-9,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,33.1,0.049,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,119301,6.50-10,NEXEN ALLPRO,BLACK,STD,5,APPROVED NEXEN COMPOUND,35.5,0.0529,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,120301,23x9-10,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,46.4,0.0682,40,2.73,"1,856.00"
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,125301,7.00-12,NEXEN ALLPRO,BLACK,STD,5,APPROVED NEXEN COMPOUND,45.6,0.071,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,126301,23x10-12,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,49.9,0.0798,15,1.2,748.5
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,135301,8.15-15,NEXEN ALLPRO,BLACK,STD,7,APPROVED NEXEN COMPOUND,58.5,0.1011,50,5.06,"2,925.00"
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,141301,7.00-15,NEXEN ALLPRO,BLACK,STD,5.5,APPROVED NEXEN COMPOUND,56.35,0.0922,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,171301,7.50-16,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,71.72,0.1162,32,3.72,"2,295.04"
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,138301,8.25-15,NEXEN ALLPRO,BLACK,STD,6.5,APPROVED NEXEN COMPOUND,85.05,0.1315,100,13.15,"8,505.00"
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,139301,3.00-15,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,107.75,0.1661,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,101302,15x4 1/2-8,NEXEN ALLPRO,BLACK,CLIP,3,APPROVED NEXEN COMPOUND,9.42,0.0158,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,102302,5.00-8,NEXEN ALLPRO,BLACK,CLIP,3,APPROVED NEXEN COMPOUND,16.14,0.0244,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,104302,18x7-8,NEXEN ALLPRO,BLACK,CLIP,4.33,APPROVED NEXEN COMPOUND,20.07,0.03,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,118302,200/50-10,NEXEN ALLPRO,BLACK,CLIP,6.5,APPROVED NEXEN COMPOUND,24.03,0.0404,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,111302,6.00-9,NEXEN ALLPRO,BLACK,CLIP,4,APPROVED NEXEN COMPOUND,25.99,0.0379,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,112302,21x8-9,NEXEN ALLPRO,BLACK,STD,6,APPROVED NEXEN COMPOUND,33.4,0.049,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,119302,6.50-10,NEXEN ALLPRO,BLACK,CLIP,5,APPROVED NEXEN COMPOUND,35.83,0.0529,,               -  ,                -  
2023-07-11,KOREA,0,KOR-NTC-12-8,636 8,125302,7.00-12,NEXEN ALLPRO,BLACK,CLIP,5,APPROVED NEXEN COMPOUND,46.45,0.071,,               -  ,                -  
2023-07-11,KOREA,,KOR-NTC-12-8,636 8,126302,23x10-12,NEXEN ALLPRO,BLACK,STD,8,APPROVED NEXEN COMPOUND,50.31,0.0798,,               -  ,                -  
2023-07-11,KOREA,,KOR-NTC-12-8,636 8,141302,7.00-15,NEXEN ALLPRO,BLACK,CLIP,5.5,APPROVED NEXEN COMPOUND,57,0.0943,,               -  ,                -  
2023-07-11,KOREA,,KOR-NTC-12-8,636 8,135302,8.15-15,NEXEN ALLPRO,BLACK,CLIP,7,APPROVED NEXEN COMPOUND,59.3,0.1011,,               -  ,                -  
2023-07-11,KOREA,,KOR-NTC-12-8,636 8,171302,7.50-16,NEXEN ALLPRO,BLACK,CLIP,6,APPROVED NEXEN COMPOUND,72.5,0.1162,,               -  ,                -  
2023-07-11,KOREA,,KOR-NTC-12-8,636 8,138302,8.25-15,NEXEN ALLPRO,BLACK,CLIP,6.5,APPROVED NEXEN COMPOUND,85.5,0.1315,12,1.58,"1,026.00"
